datetime,from_institution,to_institution,amount,transaction_type
2016-04-30 01:40:00,INST0152,INST0075,1.53,repo
2016-04-30 22:01:00,INST0195,INST0422,11.19,payment
2016-04-30 22:29:00,INST0313,INST0288,16.53,derivative
2016-04-30 00:44:00,INST0081,INST0240,30.03,collateral
2016-04-30 20:44:00,INST0161,INST0046,0.82,collateral
2016-04-30 09:05:00,INST0125,INST0059,9.83,repo
2016-04-30 19:54:00,INST0406,INST0036,12.19,derivative
2016-04-30 13:23:00,INST0046,INST0360,3.87,settlement
2016-04-30 20:48:00,INST0215,INST0159,30.22,payment
2016-04-30 09:56:00,INST0081,INST0358,16.77,collateral
2016-04-30 01:02:00,INST0424,INST0089,2.08,repo
2016-04-30 20:36:00,INST0212,INST0066,9.83,derivative
2016-04-30 06:33:00,INST0338,INST0094,10.36,settlement
2016-04-30 14:38:00,INST0133,INST0105,111.39,collateral
2016-04-30 17:41:00,INST0468,INST0316,15.68,settlement
2016-04-30 09:23:00,INST0306,INST0164,1.72,derivative
2016-04-30 18:10:00,INST0449,INST0464,0.93,derivative
2016-04-30 20:30:00,INST0080,INST0167,7.13,payment
2016-04-30 10:11:00,INST0143,INST0445,304.19,repo
2016-04-30 14:29:00,INST0306,INST0139,33.45,derivative
2016-04-30 10:06:00,INST0182,INST0204,117.21,collateral
2016-04-30 21:56:00,INST0084,INST0264,0.97,derivative
2016-04-30 13:12:00,INST0317,INST0344,42.19,collateral
2016-04-30 15:26:00,INST0275,INST0097,0.18,repo
2016-04-30 01:13:00,INST0217,INST0178,7.24,repo
2016-04-30 02:10:00,INST0042,INST0377,3.59,payment
2016-04-30 07:14:00,INST0066,INST0322,0.62,payment
2016-04-30 15:22:00,INST0330,INST0390,130.88,derivative
2016-04-30 05:04:00,INST0403,INST0108,3.63,collateral
2016-04-30 06:52:00,INST0155,INST0148,3.78,derivative
2016-04-30 21:49:00,INST0406,INST0172,3.76,collateral
2016-04-30 09:36:00,INST0389,INST0170,19.49,repo
2016-04-30 19:27:00,INST0260,INST0270,40.5,settlement
2016-04-30 17:44:00,INST0454,INST0267,8.86,settlement
2016-04-30 11:55:00,INST0066,INST0186,19.23,settlement
2016-04-30 19:54:00,INST0147,INST0111,9.97,payment
2016-04-30 22:15:00,INST0099,INST0481,7.61,collateral
2016-04-30 05:04:00,INST0478,INST0387,171.04,collateral
2016-04-30 06:43:00,INST0181,INST0033,8.62,repo
2016-04-30 13:54:00,INST0147,INST0405,24.85,repo
2016-04-30 17:46:00,INST0011,INST0482,1.36,repo
2016-04-30 22:47:00,INST0294,INST0328,12.05,derivative
2016-04-30 15:06:00,INST0078,INST0498,140.16,collateral
2016-04-30 10:26:00,INST0493,INST0184,13.05,repo
2016-04-30 17:02:00,INST0457,INST0054,43.36,payment
2016-04-30 01:51:00,INST0341,INST0466,0.97,payment
2016-04-30 05:11:00,INST0110,INST0420,18.65,payment
2016-04-30 06:37:00,INST0456,INST0053,27.61,settlement
2016-04-30 03:11:00,INST0174,INST0493,74.17,collateral
2016-04-30 19:32:00,INST0050,INST0441,1.14,repo
2016-04-30 04:35:00,INST0115,INST0070,2.18,settlement
2016-04-30 03:16:00,INST0182,INST0467,1.28,collateral
2016-04-30 13:52:00,INST0500,INST0065,22.82,settlement
2016-04-30 13:47:00,INST0119,INST0322,2.11,settlement
2016-04-30 09:16:00,INST0383,INST0066,52.72,payment
2016-04-30 03:21:00,INST0164,INST0104,10.53,repo
2016-04-30 10:07:00,INST0331,INST0019,14.41,collateral
2016-04-30 15:34:00,INST0428,INST0317,11.09,repo
2016-04-30 17:32:00,INST0442,INST0226,229.83,repo
2016-04-30 21:07:00,INST0415,INST0017,1.04,payment
2016-04-30 03:13:00,INST0328,INST0181,88.82,derivative
2016-04-30 09:11:00,INST0092,INST0217,50.52,derivative
2016-04-30 22:43:00,INST0101,INST0465,1.49,settlement
2016-04-30 11:50:00,INST0202,INST0098,18.23,collateral
2016-04-30 21:02:00,INST0138,INST0213,4.27,derivative
2016-04-30 23:36:00,INST0107,INST0099,5.81,repo
2016-04-30 01:56:00,INST0362,INST0097,4.0,payment
2016-04-30 14:05:00,INST0450,INST0437,2.91,collateral
2016-04-30 05:12:00,INST0291,INST0233,0.21,settlement
2016-04-30 11:18:00,INST0361,INST0281,135.01,payment
2016-04-30 14:35:00,INST0175,INST0174,14.94,settlement
2016-04-30 20:49:00,INST0374,INST0241,12.07,repo
2016-04-30 00:56:00,INST0083,INST0323,168.76,repo
2016-04-30 10:27:00,INST0094,INST0450,9.42,settlement
2016-04-30 07:00:00,INST0146,INST0012,13.61,derivative
2016-04-30 17:27:00,INST0319,INST0314,13.88,derivative
2016-04-30 19:46:00,INST0261,INST0311,6.58,payment
2016-04-30 22:35:00,INST0192,INST0007,53.61,repo
2016-04-30 12:36:00,INST0224,INST0254,13.33,derivative
2016-04-30 06:42:00,INST0293,INST0311,3.32,derivative
2016-04-30 18:41:00,INST0269,INST0487,24.04,payment
2016-04-30 09:35:00,INST0064,INST0455,10.37,derivative
2016-04-30 08:24:00,INST0497,INST0419,5.45,repo
2016-04-30 21:05:00,INST0061,INST0089,2.24,settlement
2016-04-30 01:09:00,INST0307,INST0357,25.66,payment
2016-04-30 10:07:00,INST0149,INST0047,0.55,collateral
2016-04-30 16:48:00,INST0254,INST0435,202.0,collateral
2016-04-30 14:13:00,INST0203,INST0464,8.89,settlement
2016-04-30 05:56:00,INST0171,INST0105,1.13,settlement
2016-04-30 16:49:00,INST0243,INST0018,46.87,settlement
2016-04-30 12:26:00,INST0418,INST0304,18.95,derivative
2016-04-30 13:51:00,INST0493,INST0223,2.79,derivative
2016-04-30 11:52:00,INST0455,INST0479,135.91,derivative
2016-04-30 06:04:00,INST0277,INST0427,1.37,collateral
2016-04-30 02:03:00,INST0046,INST0198,7.0,settlement
2016-04-30 11:55:00,INST0365,INST0344,2.37,repo
2016-04-30 09:44:00,INST0435,INST0387,2.29,payment
2016-04-30 06:50:00,INST0316,INST0130,2.13,repo
2016-04-30 23:23:00,INST0315,INST0479,15.45,repo
2016-04-30 23:12:00,INST0351,INST0405,39.25,collateral
2016-04-30 11:28:00,INST0041,INST0010,8.03,collateral
2016-04-30 06:43:00,INST0254,INST0034,3.8,payment
2016-04-30 14:21:00,INST0029,INST0339,32.61,settlement
2016-04-30 17:58:00,INST0294,INST0213,73.07,payment
2016-04-30 10:35:00,INST0323,INST0280,8.18,derivative
2016-04-30 19:12:00,INST0197,INST0313,1.17,repo
2016-04-30 09:13:00,INST0170,INST0445,1.57,derivative
2016-04-30 06:06:00,INST0131,INST0462,0.62,settlement
2016-04-30 10:10:00,INST0135,INST0291,14.67,collateral
2016-04-30 11:45:00,INST0380,INST0052,56.08,settlement
2016-04-30 13:02:00,INST0446,INST0495,8.17,derivative
2016-04-30 19:57:00,INST0218,INST0072,3.08,payment
2016-04-30 01:43:00,INST0263,INST0056,1.88,derivative
2016-04-30 23:46:00,INST0140,INST0025,57.12,derivative
2016-04-30 18:07:00,INST0373,INST0425,3.06,derivative
2016-04-30 23:06:00,INST0163,INST0064,11.28,collateral
2016-04-30 01:35:00,INST0150,INST0002,5.15,collateral
2016-04-30 22:15:00,INST0179,INST0008,3.11,payment
2016-04-30 20:17:00,INST0346,INST0137,26.13,repo
2016-04-30 22:25:00,INST0367,INST0083,20.1,derivative
2016-04-30 08:04:00,INST0466,INST0113,16.19,repo
2016-04-30 13:19:00,INST0456,INST0094,3.38,settlement
2016-04-30 22:17:00,INST0232,INST0070,1.41,collateral
2016-04-30 23:55:00,INST0353,INST0113,135.22,derivative
2016-04-30 06:38:00,INST0092,INST0147,3.42,collateral
2016-04-30 00:54:00,INST0476,INST0371,0.14,repo
2016-04-30 00:34:00,INST0149,INST0065,1.27,collateral
2016-04-30 09:45:00,INST0489,INST0043,6.03,repo
2016-04-30 11:43:00,INST0323,INST0142,27.82,settlement
2016-04-30 22:44:00,INST0122,INST0476,58.23,derivative
2016-04-30 16:41:00,INST0422,INST0375,3.58,repo
2016-04-30 14:50:00,INST0173,INST0385,59.35,settlement
2016-04-30 16:54:00,INST0417,INST0485,23.21,repo
2016-04-30 03:35:00,INST0091,INST0010,6.01,derivative
2016-04-30 05:09:00,INST0332,INST0282,17.39,payment
2016-04-30 12:07:00,INST0158,INST0402,1.97,repo
2016-04-30 17:02:00,INST0480,INST0133,1.26,settlement
2016-04-30 00:10:00,INST0310,INST0412,3.33,repo
2016-04-30 18:45:00,INST0005,INST0312,73.63,repo
2016-04-30 21:15:00,INST0008,INST0311,11.53,repo
2016-04-30 21:20:00,INST0184,INST0444,2.93,payment
2016-04-30 15:21:00,INST0319,INST0040,4.77,payment
2016-04-30 03:28:00,INST0333,INST0110,17.07,settlement
2016-04-30 06:15:00,INST0029,INST0070,11.62,collateral
2016-04-30 00:34:00,INST0256,INST0307,8.28,repo
2016-04-30 20:15:00,INST0200,INST0027,16.0,collateral
2016-04-30 11:35:00,INST0240,INST0391,11.8,repo
2016-04-30 06:29:00,INST0236,INST0093,16.06,collateral
2016-04-30 01:43:00,INST0045,INST0253,21.34,settlement
2016-04-30 07:14:00,INST0059,INST0166,2.55,settlement
2016-04-30 05:21:00,INST0013,INST0004,47.24,settlement
2016-04-30 13:17:00,INST0487,INST0196,38.09,derivative
2016-04-30 02:12:00,INST0228,INST0391,0.82,collateral
2016-04-30 02:59:00,INST0474,INST0464,2.31,settlement
2016-04-30 19:26:00,INST0052,INST0183,0.08,payment
2016-04-30 09:34:00,INST0258,INST0117,0.76,derivative
2016-04-30 05:09:00,INST0385,INST0405,16.81,collateral
2016-04-30 06:05:00,INST0212,INST0336,5.18,repo
2016-04-30 00:37:00,INST0189,INST0155,5.39,settlement
2016-04-30 00:13:00,INST0451,INST0427,56.92,derivative
2016-04-30 22:36:00,INST0329,INST0494,5.68,collateral
2016-04-30 11:52:00,INST0061,INST0127,2.81,payment
2016-04-30 06:54:00,INST0196,INST0328,24.12,collateral
2016-04-30 13:31:00,INST0420,INST0364,2.56,repo
2016-04-30 09:26:00,INST0046,INST0107,33.79,repo
2016-04-30 10:05:00,INST0452,INST0465,6.02,settlement
2016-04-30 10:10:00,INST0383,INST0476,1.49,collateral
2016-04-30 06:08:00,INST0095,INST0264,12.33,settlement
2016-04-30 09:32:00,INST0452,INST0167,2.4,settlement
2016-04-30 22:38:00,INST0338,INST0165,0.31,settlement
2016-04-30 18:13:00,INST0229,INST0391,4.69,derivative
2016-04-30 13:22:00,INST0365,INST0131,7.95,derivative
2016-04-30 10:35:00,INST0499,INST0225,28.59,repo
2016-04-30 11:11:00,INST0123,INST0329,2.15,settlement
2016-04-30 15:00:00,INST0062,INST0343,4.22,derivative
2016-04-30 00:27:00,INST0350,INST0199,4.12,collateral
2016-04-30 06:59:00,INST0148,INST0046,26.35,settlement
2016-04-30 10:17:00,INST0355,INST0484,315.87,payment
2016-04-30 08:29:00,INST0021,INST0080,32.13,collateral
2016-04-30 14:56:00,INST0258,INST0105,12.92,payment
2016-04-30 12:12:00,INST0172,INST0008,2.21,payment
2016-04-30 06:41:00,INST0073,INST0255,0.38,payment
2016-04-30 08:06:00,INST0138,INST0293,3.98,payment
2016-04-30 04:24:00,INST0444,INST0009,2.15,collateral
2016-04-30 06:52:00,INST0486,INST0310,18.65,repo
2016-04-30 05:29:00,INST0476,INST0212,30.71,collateral
2016-04-30 05:58:00,INST0478,INST0079,2.11,payment
2016-04-30 21:20:00,INST0448,INST0208,0.6,collateral
2016-04-30 12:31:00,INST0482,INST0146,6.26,settlement
2016-04-30 19:27:00,INST0215,INST0261,14.78,repo
2016-04-30 12:30:00,INST0246,INST0338,4.74,collateral
2016-04-30 12:38:00,INST0323,INST0439,2.63,settlement
2016-04-30 00:57:00,INST0264,INST0210,41.72,settlement
2016-04-30 06:14:00,INST0404,INST0046,7.78,settlement
2016-04-30 17:47:00,INST0068,INST0250,3.22,derivative
2016-04-30 04:51:00,INST0411,INST0484,14.13,derivative
2016-04-30 00:10:00,INST0049,INST0425,1.99,repo
2016-04-30 21:55:00,INST0329,INST0487,28.55,repo
2016-04-30 18:24:00,INST0248,INST0062,2.53,derivative
2016-04-30 09:39:00,INST0037,INST0152,19.5,derivative
2016-04-30 11:07:00,INST0049,INST0439,2.13,derivative
2016-04-30 11:27:00,INST0158,INST0377,22.98,repo
2016-04-30 23:02:00,INST0487,INST0064,4.98,repo
2016-04-30 09:37:00,INST0408,INST0107,3.29,derivative
2016-04-30 12:01:00,INST0486,INST0168,10.37,settlement
2016-04-30 05:53:00,INST0420,INST0215,3.79,derivative
2016-04-30 14:36:00,INST0081,INST0497,0.76,derivative
2016-04-30 02:19:00,INST0161,INST0364,2.06,repo
2016-04-30 18:58:00,INST0399,INST0044,0.78,payment
2016-04-30 21:59:00,INST0195,INST0196,37.84,payment
2016-04-30 19:56:00,INST0189,INST0315,1.52,settlement
2016-04-30 14:33:00,INST0098,INST0081,0.07,collateral
2016-04-30 16:21:00,INST0307,INST0024,6.94,derivative
2016-04-30 13:36:00,INST0408,INST0454,5.05,payment
2016-04-30 22:56:00,INST0008,INST0098,12.6,payment
2016-04-30 23:47:00,INST0395,INST0114,15.74,collateral
2016-04-30 02:11:00,INST0490,INST0248,8.38,payment
2016-04-30 06:01:00,INST0026,INST0071,13.1,repo
2016-04-30 07:55:00,INST0426,INST0432,1.26,settlement
2016-04-30 20:36:00,INST0271,INST0321,9.61,collateral
2016-04-30 22:43:00,INST0427,INST0170,6.13,payment
2016-04-30 01:29:00,INST0072,INST0304,6.49,settlement
2016-04-30 01:50:00,INST0079,INST0076,28.04,settlement
2016-04-30 23:35:00,INST0105,INST0125,5.08,collateral
2016-04-30 18:34:00,INST0077,INST0114,2.8,settlement
2016-04-30 02:06:00,INST0317,INST0346,2.53,collateral
2016-04-30 20:48:00,INST0358,INST0062,2.68,settlement
2016-04-30 23:30:00,INST0318,INST0299,38.59,repo
2016-04-30 17:52:00,INST0471,INST0408,13.75,settlement
2016-04-30 05:28:00,INST0339,INST0235,40.08,derivative
2016-04-30 14:34:00,INST0283,INST0240,7.85,repo
2016-04-30 12:00:00,INST0421,INST0081,5.09,settlement
2016-04-30 05:08:00,INST0326,INST0283,1.26,collateral
2016-04-30 13:21:00,INST0304,INST0395,8.09,repo
2016-04-30 21:16:00,INST0054,INST0156,12.27,collateral
2016-04-30 10:29:00,INST0408,INST0261,14.03,repo
2016-04-30 12:09:00,INST0139,INST0102,1.89,payment
2016-04-30 16:04:00,INST0420,INST0012,0.32,repo
2016-04-30 20:19:00,INST0159,INST0347,9.66,derivative
2016-04-30 20:07:00,INST0415,INST0290,125.76,derivative
2016-04-30 04:03:00,INST0301,INST0259,3.36,repo
2016-04-30 16:05:00,INST0089,INST0432,31.2,derivative
2016-04-30 00:33:00,INST0033,INST0107,12.04,payment
2016-04-30 18:07:00,INST0140,INST0122,19.37,settlement
2016-04-30 18:45:00,INST0149,INST0460,49.99,payment
2016-04-30 22:40:00,INST0282,INST0060,73.98,payment
2016-04-30 07:57:00,INST0225,INST0303,28.83,repo
2016-04-30 00:29:00,INST0100,INST0011,79.78,collateral
2016-04-30 18:21:00,INST0386,INST0488,1.75,collateral
2016-04-30 09:15:00,INST0028,INST0445,8.62,collateral
2016-04-30 14:06:00,INST0434,INST0448,1.7,settlement
2016-04-30 05:36:00,INST0423,INST0431,1.25,derivative
2016-04-30 04:45:00,INST0286,INST0455,1.47,payment
2016-04-30 03:50:00,INST0267,INST0144,51.95,collateral
2016-04-30 21:24:00,INST0402,INST0210,2.94,payment
2016-04-30 05:17:00,INST0304,INST0110,6.28,repo
2016-04-30 23:33:00,INST0426,INST0030,5.62,derivative
2016-04-30 20:41:00,INST0393,INST0170,0.57,payment
2016-04-30 07:32:00,INST0220,INST0120,16.89,settlement
2016-04-30 00:57:00,INST0054,INST0101,51.62,repo
2016-04-30 22:42:00,INST0377,INST0164,2.86,repo
2016-04-30 07:30:00,INST0151,INST0040,14.06,payment
2016-04-30 05:26:00,INST0211,INST0475,11.59,settlement
2016-04-30 19:17:00,INST0437,INST0374,10.41,collateral
2016-04-30 04:23:00,INST0063,INST0368,6.8,collateral
2016-04-30 06:33:00,INST0477,INST0450,5.58,derivative
2016-04-30 07:20:00,INST0180,INST0043,2.13,repo
2016-04-30 03:26:00,INST0253,INST0265,5.77,payment
2016-04-30 22:27:00,INST0145,INST0404,4.97,collateral
2016-04-30 08:51:00,INST0211,INST0422,5.73,derivative
2016-04-30 05:43:00,INST0246,INST0055,21.13,settlement
2016-04-30 03:49:00,INST0467,INST0318,1.14,payment
2016-04-30 19:41:00,INST0031,INST0455,9.3,settlement
2016-04-30 16:49:00,INST0052,INST0482,2.29,collateral
2016-04-30 21:07:00,INST0440,INST0473,84.43,collateral
2016-04-30 11:33:00,INST0430,INST0051,1.42,derivative
2016-04-30 01:06:00,INST0042,INST0469,15.01,payment
2016-04-30 04:12:00,INST0147,INST0197,26.35,payment
2016-04-30 07:56:00,INST0393,INST0382,4.03,collateral
2016-04-30 12:32:00,INST0173,INST0325,94.15,derivative
2016-04-30 00:06:00,INST0084,INST0262,3.81,derivative
2016-04-30 17:07:00,INST0402,INST0139,2.76,payment
2016-04-30 10:27:00,INST0435,INST0072,9.86,settlement
2016-04-30 12:31:00,INST0117,INST0416,69.96,payment
2016-04-30 01:09:00,INST0419,INST0196,7.96,repo
2016-04-30 17:37:00,INST0232,INST0049,7.04,repo
2016-04-30 20:35:00,INST0093,INST0238,23.44,derivative
2016-04-30 16:49:00,INST0285,INST0141,1.7,repo
2016-04-30 02:34:00,INST0352,INST0405,67.71,repo
2016-04-30 06:54:00,INST0040,INST0438,2.73,derivative
2016-04-30 09:31:00,INST0489,INST0273,56.02,settlement
2016-04-30 23:02:00,INST0343,INST0460,12.31,repo
2016-04-30 00:41:00,INST0179,INST0500,2.22,payment
2016-04-30 15:14:00,INST0419,INST0391,12.32,collateral
2016-04-30 00:11:00,INST0001,INST0322,3.39,derivative
2016-04-30 06:07:00,INST0265,INST0085,65.07,payment
2016-04-30 16:11:00,INST0361,INST0041,1.49,collateral
2016-04-30 23:19:00,INST0160,INST0323,7.84,payment
2016-04-30 08:48:00,INST0378,INST0120,32.02,payment
2016-04-30 18:29:00,INST0152,INST0159,5.39,repo
2016-04-30 09:09:00,INST0273,INST0321,18.26,derivative
2016-04-30 13:14:00,INST0408,INST0168,29.73,derivative
2016-04-30 00:59:00,INST0154,INST0297,10.37,payment
2016-04-30 13:33:00,INST0047,INST0303,41.25,repo
2016-04-30 07:15:00,INST0369,INST0374,10.99,derivative
2016-04-30 01:16:00,INST0142,INST0185,3.85,payment
2016-04-30 02:42:00,INST0054,INST0317,24.24,collateral
2016-04-30 06:01:00,INST0045,INST0102,93.67,payment
2016-04-30 12:04:00,INST0227,INST0398,2.49,repo
2016-04-30 22:59:00,INST0245,INST0003,5.22,repo
2016-04-30 17:46:00,INST0055,INST0199,43.2,repo
2016-04-30 09:50:00,INST0138,INST0438,73.42,repo
2016-04-30 20:01:00,INST0354,INST0276,5.01,settlement
2016-04-30 15:08:00,INST0477,INST0307,10.36,derivative
2016-04-30 02:32:00,INST0272,INST0159,32.17,derivative
2016-04-30 18:25:00,INST0055,INST0274,1.26,repo
2016-04-30 08:16:00,INST0310,INST0072,0.7,settlement
2016-04-30 10:23:00,INST0460,INST0132,2.18,payment
2016-04-30 15:48:00,INST0226,INST0073,7.07,collateral
2016-04-30 07:49:00,INST0237,INST0088,2.54,payment
2016-04-30 20:25:00,INST0293,INST0210,45.08,settlement
2016-04-30 02:26:00,INST0079,INST0014,3.29,derivative
2016-04-30 18:43:00,INST0004,INST0487,0.91,collateral
2016-04-30 15:47:00,INST0472,INST0151,4.23,payment
2016-04-30 02:57:00,INST0359,INST0081,2.78,settlement
2016-04-30 14:03:00,INST0320,INST0015,1.52,payment
2016-04-30 13:52:00,INST0358,INST0411,9.09,repo
2016-04-30 07:52:00,INST0270,INST0472,53.31,repo
2016-04-30 22:34:00,INST0225,INST0069,138.9,payment
2016-04-30 18:13:00,INST0407,INST0186,0.22,derivative
2016-04-30 08:46:00,INST0432,INST0178,4.91,derivative
2016-04-30 09:30:00,INST0369,INST0473,3.8,payment
2016-04-30 22:29:00,INST0021,INST0399,0.94,collateral
2016-04-30 13:20:00,INST0046,INST0424,6.14,settlement
2016-04-30 12:54:00,INST0199,INST0493,7.39,collateral
2016-04-30 03:43:00,INST0465,INST0355,7.16,collateral
2016-04-30 12:26:00,INST0220,INST0162,8.3,repo
2016-04-30 14:49:00,INST0235,INST0049,25.33,collateral
2016-04-30 02:52:00,INST0406,INST0484,41.96,payment
2016-04-30 15:01:00,INST0061,INST0072,7.04,payment
2016-04-30 22:21:00,INST0054,INST0268,0.73,payment
2016-04-30 06:48:00,INST0321,INST0270,4.51,derivative
2016-04-30 15:40:00,INST0189,INST0292,48.74,repo
2016-04-30 13:11:00,INST0302,INST0414,2.03,settlement
2016-04-30 04:22:00,INST0186,INST0370,16.96,collateral
2016-04-30 11:01:00,INST0236,INST0216,5.74,payment
2016-04-30 06:22:00,INST0469,INST0434,1.96,settlement
2016-04-30 20:32:00,INST0447,INST0423,4.71,derivative
2016-04-30 01:53:00,INST0331,INST0133,16.45,derivative
2016-04-30 16:27:00,INST0265,INST0214,9.0,payment
2016-04-30 23:12:00,INST0345,INST0390,1.7,derivative
2016-04-30 06:17:00,INST0385,INST0006,4.24,collateral
2016-04-30 18:38:00,INST0489,INST0075,312.9,settlement
2016-04-30 17:23:00,INST0448,INST0341,10.05,repo
2016-04-30 22:44:00,INST0112,INST0067,2.54,payment
2016-04-30 07:57:00,INST0002,INST0034,7.21,settlement
2016-04-30 06:00:00,INST0299,INST0279,70.73,derivative
2016-04-30 00:03:00,INST0290,INST0008,20.83,collateral
2016-04-30 11:35:00,INST0127,INST0251,22.78,repo
2016-04-30 21:53:00,INST0159,INST0427,2.87,derivative
2016-04-30 01:56:00,INST0009,INST0055,3.53,collateral
2016-04-30 23:00:00,INST0174,INST0222,103.04,collateral
2016-04-30 14:35:00,INST0076,INST0428,7.02,collateral
2016-04-30 01:39:00,INST0251,INST0020,9.99,derivative
2016-04-30 04:43:00,INST0167,INST0313,22.42,payment
2016-04-30 18:00:00,INST0470,INST0237,2.74,derivative
2016-04-30 12:38:00,INST0139,INST0201,15.77,settlement
2016-04-30 18:58:00,INST0440,INST0035,8.81,derivative
2016-04-30 16:26:00,INST0058,INST0265,95.7,settlement
2016-04-30 17:12:00,INST0452,INST0137,1.14,derivative
2016-04-30 18:58:00,INST0195,INST0069,6.39,repo
2016-04-30 13:44:00,INST0486,INST0213,15.01,payment
2016-04-30 21:30:00,INST0100,INST0200,7.32,repo
2016-04-30 22:29:00,INST0454,INST0035,4.56,repo
2016-04-30 13:45:00,INST0163,INST0095,30.91,derivative
2016-04-30 22:19:00,INST0473,INST0349,0.68,derivative
2016-04-30 22:24:00,INST0478,INST0345,9.86,settlement
2016-04-30 08:45:00,INST0319,INST0051,10.65,collateral
2016-04-30 14:59:00,INST0277,INST0324,2.2,derivative
2016-04-30 21:40:00,INST0277,INST0279,0.91,payment
2016-04-30 08:20:00,INST0136,INST0050,0.52,settlement
2016-04-30 15:02:00,INST0427,INST0084,8.92,repo
2016-04-30 15:21:00,INST0186,INST0020,1.03,derivative
2016-04-30 10:27:00,INST0478,INST0174,30.06,payment
2016-04-30 17:05:00,INST0084,INST0136,71.8,collateral
2016-04-30 17:42:00,INST0279,INST0381,28.05,derivative
2016-04-30 14:33:00,INST0421,INST0469,13.7,repo
2016-04-30 00:06:00,INST0492,INST0303,0.53,collateral
2016-04-30 03:58:00,INST0116,INST0455,45.12,derivative
2016-04-30 14:03:00,INST0296,INST0103,8.39,derivative
2016-04-30 22:05:00,INST0225,INST0472,69.29,collateral
2016-04-30 00:06:00,INST0153,INST0449,17.27,settlement
2016-04-30 21:50:00,INST0124,INST0142,26.96,derivative
2016-04-30 06:35:00,INST0276,INST0440,12.86,collateral
2016-04-30 17:42:00,INST0455,INST0383,2.41,settlement
2016-04-30 09:01:00,INST0392,INST0476,6.26,payment
2016-04-30 09:30:00,INST0150,INST0200,15.19,settlement
2016-04-30 11:53:00,INST0273,INST0224,3.99,settlement
2016-04-30 06:26:00,INST0226,INST0475,4.34,settlement
2016-04-30 07:14:00,INST0340,INST0084,0.23,repo
2016-04-30 00:15:00,INST0025,INST0257,23.87,derivative
2016-04-30 09:25:00,INST0157,INST0164,1.71,collateral
2016-04-30 07:48:00,INST0336,INST0257,0.25,collateral
2016-04-30 23:02:00,INST0092,INST0428,6.52,payment
2016-04-30 10:18:00,INST0444,INST0469,169.52,derivative
2016-04-30 17:26:00,INST0491,INST0308,8.32,repo
2016-04-30 22:42:00,INST0053,INST0250,1.0,repo
2016-04-30 18:59:00,INST0097,INST0030,3.29,repo
2016-04-30 02:44:00,INST0002,INST0294,9.7,derivative
2016-04-30 19:41:00,INST0446,INST0370,1.72,derivative
2016-04-30 08:25:00,INST0475,INST0498,10.42,derivative
2016-04-30 14:01:00,INST0229,INST0215,28.05,payment
2016-04-30 03:05:00,INST0306,INST0295,9.19,collateral
2016-04-30 22:53:00,INST0386,INST0021,15.62,settlement
2016-04-30 10:30:00,INST0180,INST0207,2.87,settlement
2016-04-30 02:03:00,INST0355,INST0204,2.72,settlement
2016-04-30 01:09:00,INST0372,INST0321,4.69,derivative
2016-04-30 14:48:00,INST0270,INST0014,8.29,collateral
2016-04-30 22:21:00,INST0469,INST0441,8.38,derivative
2016-04-30 01:48:00,INST0192,INST0012,3.42,payment
2016-04-30 02:22:00,INST0132,INST0153,19.35,collateral
2016-04-30 21:15:00,INST0219,INST0436,5.11,repo
2016-04-30 23:28:00,INST0022,INST0484,3.08,collateral
2016-04-30 11:27:00,INST0459,INST0081,1.05,repo
2016-04-30 00:10:00,INST0080,INST0411,0.71,settlement
2016-04-30 17:36:00,INST0059,INST0231,3.18,collateral
2016-04-30 06:36:00,INST0092,INST0422,3.31,derivative
2016-04-30 06:29:00,INST0359,INST0012,42.29,collateral
2016-04-30 20:30:00,INST0015,INST0061,14.82,settlement
2016-04-30 21:29:00,INST0363,INST0201,5.81,payment
2016-04-30 04:57:00,INST0095,INST0003,24.33,settlement
2016-04-30 19:12:00,INST0375,INST0143,7.92,derivative
2016-04-30 07:41:00,INST0426,INST0398,1.69,settlement
2016-04-30 11:26:00,INST0239,INST0457,0.24,repo
2016-04-30 08:59:00,INST0252,INST0244,4.49,derivative
2016-04-30 10:13:00,INST0193,INST0199,20.86,derivative
2016-04-30 03:48:00,INST0426,INST0096,21.14,collateral
2016-04-30 04:26:00,INST0151,INST0259,9.25,collateral
2016-04-30 16:35:00,INST0333,INST0288,0.86,derivative
2016-04-30 14:22:00,INST0373,INST0019,74.81,repo
2016-04-30 13:50:00,INST0244,INST0445,1.55,collateral
2016-04-30 21:47:00,INST0177,INST0272,3.72,collateral
2016-04-30 12:52:00,INST0225,INST0282,32.48,collateral
2016-04-30 22:37:00,INST0154,INST0188,13.81,payment
2016-04-30 14:36:00,INST0092,INST0142,0.36,settlement
2016-04-30 17:43:00,INST0124,INST0136,10.36,repo
2016-04-30 21:35:00,INST0066,INST0434,8.13,derivative
2016-04-30 12:22:00,INST0488,INST0186,3.29,payment
2016-04-30 15:56:00,INST0074,INST0094,9.69,derivative
2016-04-30 02:35:00,INST0107,INST0168,7.12,payment
2016-04-30 12:15:00,INST0240,INST0247,37.03,derivative
2016-04-30 08:18:00,INST0133,INST0322,4.22,payment
2016-04-30 21:31:00,INST0287,INST0462,8.83,repo
2016-04-30 13:49:00,INST0226,INST0154,6.15,repo
2016-04-30 21:46:00,INST0101,INST0300,4.12,repo
2016-04-30 06:04:00,INST0040,INST0489,2.05,payment
